Time (sec),AC Compressor Sw (on/off),AF Correction 1 (%),AF Correction 3 (%),AF Learning 1 (%),AF Learning 3 (%),AF Sens 1 Ratio (AFR),AVCS Exh Left (°),AVCS In Left (°),Accel Position (%),Baro Pressure (psi),Battery Volts (V),Boost (psi),Boost Extended (psi),CL Fuel Target (AFR),Calculated Load (g/rev),Calculated Load Ext (g/rev),Comm Fuel Final (AFR),Coolant Temp (F),Dyn Adv Mult (DAM),EGR Commanded (steps),Feedback Knock (°),Fine Knock Learn (°),Fuel Cut (cylinders),Fuel Pressure (psi),Fuel Pressure Target (psi),Gear Position (gear),Ign Comp IAT (°),Ignition Timing (°),Inj Duty Cycle (%),Inj PW (ms),Inj Timing H SOI NEW (°),Intake Temp (F),Intake Temp Manifold (F),MAF Corr Final (g/s),MAF Volts (V),Man Abs Press (psi),Oil Temp (F),RPM (RPM),Req Torque (Nm),TD Boost Error Ext (psi),TD Integral (%),TD Proportional (%),TGV Map Ratio (mult),Target Boost Final Rel Ext (psi),Throttle Pos (%),Vehicle Speed (mph),Wastegate Duty (%),"AP Info:[AP3-SUB-004 v1.7.6.0-28208][2021 USDM WRX MT CCF Gen2][Reflash: Stage1+BigSF 93 v400.ptm - Realtime: Stage1+BigSF 93 v400.ptm]"
36.419,on,5.47,0.00,2.34,-5.47,15.31,5,-16,7.1,14.65,13.52,-7.04,-7.12,14.65,0.40,0.41,14.53,192.2,0.875,0,0.00,0.00,0,656.3,729.9,0,0.0,17.50,1.35,1.530,265.0,152.6,149.0,7.35,1.28,7.61,201.8,1058,59.30,2.77,0.000,0.00,0.000,-4.35,9.8,0,0.00,0
36.478,on,5.47,0.00,2.34,-5.47,15.28,9,-15,7.5,14.65,13.76,-6.72,-6.87,14.65,0.41,0.43,14.64,192.2,0.875,0,0.00,0.00,0,680.9,729.9,0,0.0,17.00,1.40,1.530,265.0,152.6,149.0,7.81,1.36,7.93,201.7,1100,61.15,2.60,0.000,0.00,0.000,-4.32,10.2,0,0.00,0
36.557,on,5.47,0.00,2.34,-5.47,15.29,12,-15,7.5,14.65,13.84,-6.58,-6.67,14.65,0.44,0.44,14.76,192.2,0.875,0,0.00,0.00,0,718.0,729.9,0,0.0,16.00,1.44,1.526,265.0,152.6,149.0,8.32,1.34,8.07,201.7,1129,61.64,2.29,0.000,0.00,0.000,-4.38,10.6,0,0.00,0
36.617,on,6.25,0.00,2.34,-5.47,15.27,15,-15,7.5,14.65,13.68,-6.38,-6.47,14.65,0.44,0.45,14.82,192.2,0.875,0,0.00,0.00,0,765.5,822.8,0,0.0,15.50,1.47,1.507,265.0,152.6,149.0,8.76,1.40,8.27,201.7,1171,62.11,2.07,0.000,0.00,0.000,-4.42,10.6,0,0.00,0
36.677,on,6.25,0.00,2.34,-5.47,15.25,15,-16,7.5,14.65,13.60,-6.27,-6.34,14.65,0.45,0.46,14.82,192.2,0.875,0,0.00,0.00,0,829.3,822.8,0,0.0,15.50,1.51,1.507,265.0,152.6,149.0,9.14,1.38,8.38,201.7,1200,61.66,1.89,0.000,0.00,0.000,-4.48,10.6,0,0.00,0
36.740,on,6.25,0.00,2.34,-5.47,15.22,23,-16,7.5,14.65,13.68,-6.15,-6.22,14.65,0.45,0.46,14.87,192.2,0.875,0,0.00,0.00,0,845.6,822.8,0,0.0,15.00,1.49,1.453,265.0,152.6,149.0,9.44,1.42,8.50,201.7,1228,62.50,1.66,0.000,0.00,0.000,-4.59,10.6,0,0.00,0
36.809,on,6.25,0.00,2.34,-5.47,15.20,24,-16,7.1,14.65,13.76,-6.05,-6.11,14.65,0.47,0.47,14.82,192.2,0.875,0,0.00,0.00,0,886.5,822.8,0,0.0,15.00,1.52,1.453,266.0,152.6,149.0,9.89,1.40,8.59,201.7,1255,60.68,1.46,0.000,0.00,0.000,-4.65,11.0,0,0.00,0
36.856,on,6.25,0.00,2.34,-5.47,15.22,35,-16,7.1,14.65,13.76,-5.93,-5.99,14.65,0.47,0.47,14.82,192.2,0.875,0,0.00,0.00,0,863.9,822.8,0,0.0,14.00,1.58,1.478,266.0,152.6,149.0,10.19,1.40,8.72,201.7,1279,60.64,1.23,0.000,0.00,0.000,-4.78,11.0,0,0.00,0
36.935,on,6.25,0.00,2.34,-5.47,15.16,36,-15,7.1,14.65,13.76,-5.86,-5.90,14.65,0.48,0.48,14.82,192.2,0.875,0,0.00,0.00,0,873.6,915.7,0,0.0,14.00,1.63,1.501,266.5,152.6,149.0,10.40,1.38,8.78,201.7,1302,59.78,1.01,0.000,0.00,0.000,-4.89,11.0,0,0.00,0
37.011,on,7.03,0.00,2.34,-5.47,15.09,37,-15,7.1,14.65,13.44,-5.85,-5.88,14.65,0.48,0.48,14.82,192.2,0.875,0,0.00,0.00,0,886.0,915.7,0,0.0,14.00,1.65,1.498,266.5,152.6,149.0,10.62,1.40,8.80,201.7,1322,57.99,0.81,0.000,0.00,0.000,-5.06,10.6,0,0.00,0
37.087,on,6.25,0.00,2.34,-5.47,14.98,36,-15,7.1,14.65,13.60,-5.86,-5.89,14.65,0.48,0.48,14.82,192.2,0.875,0,0.00,0.00,0,923.7,915.7,0,0.0,14.00,1.67,1.498,267.0,152.6,149.0,10.78,1.40,8.79,201.7,1338,57.12,0.72,0.000,0.00,0.000,-5.17,10.6,0,0.00,0
37.151,on,6.25,0.00,2.34,-5.47,14.77,35,-15,6.7,14.65,13.84,-5.91,-5.92,14.65,0.48,0.48,14.82,192.2,0.875,0,0.00,0.00,0,931.9,915.7,0,0.0,14.00,1.65,1.469,267.0,152.6,149.0,10.84,1.40,8.73,201.7,1350,55.40,0.61,0.000,0.00,0.000,-5.31,10.6,0,0.00,0
37.206,on,5.47,0.00,2.34,-5.47,14.70,35,-15,6.7,14.65,13.60,-6.02,-5.98,14.65,0.48,0.48,14.82,192.2,0.875,0,0.00,0.00,0,949.5,822.8,0,0.0,14.00,1.64,1.450,267.0,152.6,149.0,10.82,1.36,8.63,201.7,1354,54.50,0.60,0.000,0.00,0.000,-5.38,10.6,0,0.00,0
37.276,on,5.47,0.00,2.34,-5.47,14.61,36,-15,6.7,14.65,13.76,-6.09,-6.04,14.65,0.47,0.48,14.82,192.2,0.875,0,0.00,0.00,0,926.7,822.8,0,0.0,14.50,1.66,1.469,267.0,152.6,149.0,10.73,1.34,8.56,201.7,1354,53.61,0.65,0.000,0.00,0.000,-5.38,10.6,1,0.00,0
37.344,on,4.69,0.00,2.34,-5.47,14.54,36,-14,6.7,14.65,13.84,-6.10,-6.09,14.65,0.47,0.47,14.82,192.2,0.875,0,0.00,0.00,0,906.1,822.8,0,0.0,15.00,1.65,1.469,267.0,152.6,149.0,10.58,1.30,8.55,201.7,1349,54.50,0.71,0.000,0.00,0.000,-5.38,10.6,1,0.00,0
37.406,on,4.69,0.00,2.34,-5.47,14.46,36,-14,6.7,14.65,13.76,-6.17,-6.13,14.65,0.47,0.47,14.82,192.2,0.875,0,0.00,0.00,0,871.8,822.8,0,0.0,15.00,1.63,1.462,266.5,152.6,149.0,10.41,1.36,8.48,201.8,1340,53.61,0.70,0.000,0.00,0.000,-5.41,10.6,1,0.00,0
37.480,on,3.91,0.00,2.34,-5.47,14.32,36,-14,6.7,14.65,13.68,-6.16,-6.16,14.65,0.45,0.46,14.87,192.2,0.875,0,0.00,0.00,0,856.6,822.8,0,0.0,15.50,1.58,1.434,266.5,152.6,149.0,10.19,1.38,8.49,201.8,1323,53.61,0.80,0.000,0.00,0.000,-5.36,10.6,1,0.00,0
37.550,on,3.91,0.00,2.34,-5.47,14.26,36,-14,6.7,14.65,13.44,-6.17,-6.17,14.65,0.45,0.46,14.87,192.2,0.875,3,0.00,0.00,0,877.6,822.8,0,0.0,15.50,1.53,1.408,266.0,152.6,149.0,9.96,1.36,8.48,201.8,1303,53.61,0.87,0.000,0.00,0.000,-5.30,10.6,1,0.00,0
37.619,on,3.91,0.00,2.34,-5.47,14.25,36,-14,6.7,14.65,13.76,-6.16,-6.19,14.65,0.45,0.46,14.87,192.2,0.875,3,0.00,0.00,0,845.1,822.8,0,0.0,15.50,1.50,1.408,266.0,152.6,149.0,9.79,1.36,8.49,201.8,1282,51.89,0.83,0.000,0.00,0.000,-5.36,10.6,1,0.00,0
37.676,on,3.12,0.00,2.34,-5.47,14.23,35,-14,6.3,14.65,13.60,-6.07,-6.14,14.65,0.45,0.46,14.87,192.2,0.875,5,0.00,0.00,0,866.9,822.8,0,0.0,15.50,1.47,1.398,265.5,152.6,149.0,9.58,1.36,8.58,201.8,1258,49.20,0.66,0.000,0.00,0.000,-5.47,10.2,1,0.00,0
37.760,on,3.12,0.00,2.34,-5.47,14.23,35,-14,6.3,14.65,13.68,-6.10,-6.11,14.65,0.45,0.45,14.87,192.2,0.875,5,0.00,0.00,0,845.4,822.8,0,0.0,15.50,1.41,1.370,265.5,152.6,149.0,9.35,1.34,8.55,202.1,1234,49.19,0.70,0.000,0.00,0.000,-5.41,10.2,1,0.00,0
37.819,on,2.34,0.00,2.34,-5.47,14.24,35,-14,6.3,14.65,13.44,-6.03,-6.07,14.72,0.45,0.46,14.93,192.2,0.875,5,0.00,0.00,0,848.9,822.8,0,0.0,15.50,1.39,1.376,265.0,152.6,149.0,9.16,1.34,8.62,202.1,1212,49.18,0.69,0.000,0.00,0.000,-5.40,10.2,2,0.00,0
37.899,on,2.34,0.00,2.34,-5.47,14.26,34,-14,6.3,14.65,13.52,-5.99,-6.01,14.72,0.45,0.46,14.93,192.2,0.875,5,0.00,0.00,0,857.3,822.8,0,0.0,15.50,1.36,1.376,265.0,152.6,149.0,9.03,1.36,8.66,202.1,1189,49.23,0.74,0.000,0.00,0.000,-5.28,10.2,2,0.00,0
37.966,on,2.34,0.00,2.34,-5.47,14.29,34,-13,6.7,14.65,13.76,-5.95,-5.97,14.72,0.45,0.46,14.87,192.2,0.875,5,0.00,0.00,0,842.6,822.8,0,0.0,15.00,1.33,1.366,265.0,152.6,149.0,8.89,1.34,8.69,202.1,1172,51.05,0.81,0.000,0.00,0.000,-5.17,10.2,2,0.00,0
38.037,on,2.34,0.00,2.34,-5.47,14.30,32,-14,6.7,14.65,13.68,-5.93,-5.96,14.72,0.45,0.46,14.87,192.2,0.875,5,0.00,0.00,0,835.4,822.8,0,0.0,15.00,1.33,1.389,265.0,152.6,149.0,8.79,1.32,8.71,201.8,1151,51.11,0.91,0.000,0.00,0.000,-5.05,10.2,2,0.00,0
38.107,on,2.34,0.00,2.34,-5.47,14.32,27,-14,6.7,14.65,13.60,-5.92,-5.94,14.72,0.45,0.46,14.76,192.2,0.875,5,0.00,0.00,0,841.4,822.8,0,0.0,15.00,1.31,1.389,265.0,152.6,149.0,8.69,1.32,8.73,201.8,1131,51.19,1.01,0.000,0.00,0.000,-4.94,10.2,2,0.00,0
38.176,on,2.34,0.00,2.34,-5.47,14.35,23,-13,6.7,14.65,13.60,-5.92,-5.93,14.72,0.45,0.46,14.76,192.2,0.875,5,0.00,0.00,0,823.7,822.8,0,0.0,16.50,1.33,1.421,265.0,152.6,149.0,8.64,1.30,8.73,201.8,1120,51.23,1.04,0.000,0.00,0.000,-4.90,10.2,2,0.00,0
38.246,on,2.34,0.00,2.34,-5.47,14.42,17,-13,6.7,14.65,13.76,-5.90,-5.91,14.72,0.47,0.47,14.76,192.2,0.875,5,0.00,0.00,0,815.5,822.8,0,0.0,16.50,1.32,1.430,265.0,152.6,149.0,8.58,1.32,8.75,201.8,1105,51.26,0.99,0.000,0.00,0.000,-4.92,10.2,2,0.00,0
38.317,on,2.34,0.00,2.34,-5.47,14.50,13,-13,6.7,14.65,13.60,-5.85,-5.88,14.72,0.47,0.47,14.70,192.2,0.875,5,0.00,0.00,0,839.9,822.8,1,0.0,16.50,1.31,1.430,265.0,152.6,147.2,8.59,1.34,8.80,201.8,1095,52.84,1.05,0.000,0.00,0.000,-4.84,10.6,3,0.00,0
38.386,on,3.12,0.00,2.34,-5.47,14.57,11,-13,6.7,14.65,13.76,-5.80,-5.84,14.72,0.47,0.47,14.70,192.2,0.875,5,0.00,0.00,0,817.0,822.8,1,0.0,16.00,1.31,1.446,265.0,152.6,147.2,8.57,1.34,8.85,201.8,1083,52.85,1.07,0.000,0.00,0.000,-4.77,10.6,3,0.00,0
38.457,on,3.12,0.00,2.34,-5.47,14.61,11,-13,6.7,14.65,13.60,-5.75,-5.77,14.72,0.48,0.48,14.70,192.2,0.875,5,0.00,0.00,0,833.8,822.8,1,0.0,16.50,1.32,1.475,265.0,152.6,147.2,8.59,1.32,8.90,201.8,1077,52.85,1.03,0.000,0.00,0.000,-4.75,10.6,3,0.00,0
38.511,on,3.12,0.00,2.34,-5.47,14.66,11,-13,6.7,14.65,13.60,-5.68,-5.74,14.72,0.48,0.48,14.70,192.2,0.875,5,0.00,0.00,0,800.8,915.7,1,0.0,16.50,1.31,1.475,265.0,152.6,147.2,8.61,1.32,8.97,201.8,1068,53.59,1.01,0.000,0.00,0.000,-4.73,10.2,3,0.00,0
38.576,on,3.12,0.00,2.34,-5.47,14.70,11,-13,6.7,14.65,13.52,-5.66,-5.71,14.72,0.48,0.49,14.70,192.2,0.875,5,0.00,0.00,0,867.4,915.7,1,0.0,16.00,1.30,1.472,265.0,152.6,147.2,8.65,1.38,8.99,201.8,1063,53.58,1.02,0.000,0.00,0.000,-4.68,10.2,4,0.00,0
38.645,on,3.12,0.00,2.34,-5.47,14.74,10,-13,7.1,14.65,13.60,-5.64,-5.64,14.72,0.49,0.49,14.70,192.2,0.875,5,0.00,0.00,0,905.8,915.7,1,0.0,16.00,1.29,1.472,265.0,152.6,147.2,8.68,1.38,9.00,201.8,1055,56.40,1.13,0.000,0.00,0.000,-4.54,10.6,4,0.00,0
38.716,on,3.12,0.00,2.34,-5.47,14.80,10,-13,7.1,14.65,13.52,-5.50,-5.58,14.72,0.49,0.50,14.64,192.2,0.875,5,0.00,0.00,0,907.1,915.7,1,0.0,14.50,1.30,1.488,265.0,152.6,147.2,8.79,1.40,9.15,201.9,1051,57.06,1.09,0.000,0.00,0.000,-4.49,10.6,4,0.00,0
38.785,on,3.91,0.00,2.34,-5.47,14.92,10,-13,7.1,14.65,13.68,-5.49,-5.49,14.72,0.50,0.51,14.64,192.2,0.875,5,0.00,0.00,0,935.7,915.7,1,0.0,14.00,1.31,1.488,265.0,152.6,147.2,8.93,1.38,9.16,201.9,1053,57.08,1.06,0.000,0.00,0.000,-4.45,10.6,4,0.00,0
38.836,on,3.91,0.00,2.34,-5.47,14.95,10,-13,7.5,14.65,13.68,-5.42,-5.44,14.72,0.50,0.51,14.64,192.2,0.875,5,0.00,0.00,0,909.1,915.7,1,0.0,14.00,1.34,1.533,265.0,152.6,147.2,9.01,1.36,9.23,201.9,1050,59.91,1.13,0.000,0.00,0.000,-4.34,10.6,4,0.00,0
38.926,on,3.91,0.00,2.34,-5.47,14.96,10,-12,7.5,14.65,13.76,-5.30,-5.35,14.72,0.52,0.52,14.64,192.2,0.875,5,0.00,0.00,0,903.2,1021.9,1,-0.5,13.00,1.39,1.581,265.0,152.6,147.2,9.20,1.34,9.35,201.9,1055,61.40,1.10,0.000,0.00,0.000,-4.27,11.0,4,0.00,0
38.995,on,4.69,0.00,2.34,-5.47,14.99,10,-12,7.5,14.65,13.68,-5.25,-5.28,14.72,0.52,0.53,14.64,192.2,0.875,7,0.00,0.00,0,983.6,1021.9,1,-0.5,12.50,1.40,1.581,265.0,152.6,147.2,9.33,1.36,9.40,201.9,1062,62.19,1.08,0.000,0.00,0.000,-4.20,11.0,4,0.00,0
39.066,on,4.69,0.00,2.34,-5.47,14.99,10,-12,7.8,14.65,13.68,-5.12,-5.17,14.72,0.53,0.53,14.70,192.2,0.875,7,0.00,0.00,0,1000.9,1021.9,1,-0.5,13.00,1.38,1.542,265.0,152.6,147.2,9.56,1.38,9.53,201.9,1072,67.50,1.11,0.000,0.00,0.000,-4.10,11.4,5,0.00,0
39.136,on,4.69,0.00,2.34,-5.47,14.94,10,-12,8.2,14.65,13.60,-4.93,-4.99,14.72,0.54,0.55,14.70,192.2,0.875,7,0.00,-1.41,0,1012.6,1021.9,1,-1.0,12.00,1.42,1.581,265.0,152.6,147.2,9.86,1.44,9.72,201.9,1080,72.26,1.33,0.000,0.00,0.000,-3.69,11.8,5,0.00,0
39.191,on,4.69,0.00,2.34,-5.47,14.94,11,-12,8.2,14.65,13.60,-4.68,-4.82,14.72,0.56,0.56,14.70,192.2,0.875,7,0.00,-1.41,0,1029.4,1021.9,1,-1.5,9.50,1.45,1.581,265.0,152.6,147.2,10.36,1.46,9.97,201.9,1098,71.96,1.14,0.000,0.00,0.000,-3.69,11.8,5,0.00,0
39.273,on,4.69,0.00,2.34,-5.47,14.85,11,-12,8.2,14.65,13.52,-4.60,-4.66,14.72,0.57,0.58,14.70,192.2,0.875,7,0.00,-1.41,0,1111.5,1114.8,1,-2.0,8.00,1.51,1.603,265.0,152.6,147.2,10.83,1.46,10.05,201.9,1127,73.62,1.00,0.000,0.00,0.000,-3.69,12.2,5,0.00,0
39.318,on,4.69,0.00,2.34,-5.47,14.75,11,-12,9.4,14.65,13.68,-4.54,-4.57,14.72,0.58,0.58,14.76,192.2,0.875,7,0.00,-1.41,0,1125.1,1114.8,1,-2.0,7.50,1.56,1.603,265.0,152.6,147.2,11.45,1.46,10.11,202.2,1171,86.88,1.46,0.000,0.00,0.000,-3.14,12.6,6,0.00,0
39.396,on,3.91,0.00,2.34,-5.47,14.73,11,-11,9.4,14.65,13.68,-4.28,-4.38,14.72,0.59,0.61,14.76,192.2,0.875,9,0.00,-1.41,0,1091.0,1207.7,1,-3.0,6.50,1.59,1.590,265.0,152.6,147.2,12.13,1.50,10.37,202.2,1197,92.41,1.77,0.000,0.00,0.000,-2.67,15.0,6,0.00,0
39.466,on,3.91,0.00,2.34,-5.47,14.73,13,-10,9.4,14.65,13.52,-3.91,-4.01,14.72,0.63,0.64,14.76,192.2,0.875,9,0.00,-1.41,0,1195.4,1300.6,1,-4.0,4.50,1.75,1.702,265.5,152.6,147.2,13.32,1.62,10.74,202.2,1233,92.36,1.40,0.000,0.00,0.000,-2.71,15.0,6,0.00,0
39.535,on,3.91,0.00,2.34,-5.47,14.69,15,-9,9.8,14.65,13.68,-3.59,-3.72,14.72,0.66,0.66,14.76,192.2,0.875,11,0.00,-1.41,0,1289.8,1300.6,1,-4.0,3.50,1.81,1.702,266.0,152.6,147.2,14.13,1.60,11.06,202.2,1274,92.99,1.01,0.000,0.00,0.000,-2.76,15.0,6,0.00,0
39.603,on,3.91,0.00,2.34,-5.47,14.67,17,-7,9.8,14.65,13.52,-3.38,-3.47,14.72,0.67,0.68,14.76,192.2,0.875,11,0.00,-1.41,0,1291.0,1300.6,1,-3.5,4.50,1.87,1.706,267.0,152.6,147.2,14.82,1.58,11.27,202.2,1312,93.55,0.74,0.000,0.00,0.000,-2.77,15.7,6,0.00,0
39.685,on,3.91,0.00,2.34,-5.47,14.57,18,-3,9.8,14.65,13.60,-3.24,-3.32,14.72,0.69,0.69,14.76,192.2,0.875,11,0.00,-1.41,0,1257.6,1300.6,1,-3.5,5.00,1.92,1.702,267.0,152.6,147.2,15.51,1.66,11.40,201.9,1355,93.28,0.43,0.000,0.00,0.000,-2.89,15.7,6,0.00,0
39.742,on,3.12,0.00,2.34,-5.47,14.53,18,2,9.4,14.65,13.68,-3.25,-3.32,14.71,0.69,0.69,14.76,192.2,0.875,13,0.00,-1.41,0,1282.9,1300.6,1,-3.5,5.00,2.00,1.712,267.5,152.6,147.2,16.17,1.66,11.40,201.9,1401,91.30,0.31,0.000,0.00,0.000,-3.02,15.7,6,0.00,0
39.823,on,3.12,0.00,2.34,-5.47,14.50,19,4,9.4,14.65,13.68,-3.33,-3.30,14.71,0.69,0.69,14.76,192.2,0.875,13,0.00,-1.41,0,1290.4,1300.6,1,-3.0,5.00,2.07,1.725,268.0,152.6,147.2,16.68,1.60,11.32,201.9,1440,89.34,0.04,0.000,0.00,0.000,-3.28,15.7,7,0.00,0
39.882,on,3.12,0.00,2.34,-5.47,14.45,20,4,9.4,14.65,13.52,-3.36,-3.32,14.71,0.69,0.69,14.76,192.2,0.875,13,0.00,-1.41,0,1335.5,1300.6,1,-3.0,6.00,2.08,1.693,268.5,152.6,147.2,17.06,1.60,11.29,201.9,1476,89.98,-0.04,0.000,0.00,0.000,-3.36,15.7,7,0.00,0
39.957,on,2.34,0.00,2.34,-5.47,14.43,21,3,9.4,14.65,13.68,-3.38,-3.35,14.71,0.69,0.69,14.76,192.2,0.875,13,0.00,-1.41,0,1379.9,1300.6,1,-3.0,6.00,2.14,1.693,268.5,152.6,147.2,17.49,1.66,11.27,201.9,1516,88.89,-0.07,0.000,0.00,0.000,-3.41,16.1,7,0.00,0
40.017,on,2.34,0.00,2.34,-5.47,14.36,24,2,9.4,14.65,13.60,-3.36,-3.33,14.71,0.69,0.69,14.76,192.2,0.875,13,0.00,-1.41,0,1327.4,1300.6,1,-3.0,6.50,2.17,1.686,269.0,152.6,147.2,17.83,1.62,11.29,201.9,1543,88.73,-0.19,0.000,0.00,0.000,-3.51,15.7,7,0.00,0
40.097,on,1.56,0.00,2.34,-5.47,14.27,26,1,9.4,14.65,13.52,-3.31,-3.37,14.71,0.69,0.69,14.76,192.2,0.875,13,0.00,-1.41,0,1331.0,1300.6,1,-2.5,6.50,2.22,1.677,270.0,152.6,147.2,18.20,1.66,11.34,201.9,1590,88.38,-0.35,0.000,0.00,0.000,-3.69,15.7,7,0.00,0
40.175,on,1.56,0.00,2.34,-5.47,14.17,27,0,9.4,14.65,13.60,-3.54,-3.46,14.72,0.67,0.68,14.76,192.2,0.875,13,0.00,-1.41,0,1326.6,1300.6,1,-2.5,7.50,2.24,1.642,271.0,152.6,147.2,18.39,1.58,11.11,201.9,1634,87.59,-0.37,0.000,0.00,0.000,-3.80,15.7,7,0.00,0
40.246,on,0.00,0.00,2.34,-5.47,14.00,29,0,9.4,14.65,13.68,-3.56,-3.54,14.72,0.66,0.66,14.76,192.2,0.875,13,0.00,-1.41,0,1354.0,1300.6,1,-2.5,7.50,2.26,1.610,271.5,152.6,147.2,18.62,1.64,11.09,201.9,1682,86.55,-0.44,0.000,0.00,0.000,-3.93,15.7,8,0.00,0
40.319,on,-0.78,0.00,2.34,-5.47,13.90,32,-1,9.4,14.65,13.84,-3.63,-3.63,14.72,0.65,0.65,14.76,192.2,0.875,15,0.00,-1.41,0,1368.4,1300.6,1,-2.5,8.00,2.18,1.530,271.5,152.6,147.2,18.58,1.62,11.02,201.9,1712,85.10,-0.58,0.000,0.00,0.000,-4.18,15.4,8,0.00,0
40.386,on,-1.56,0.00,2.34,-5.47,13.85,33,-2,9.4,14.65,13.60,-3.66,-3.68,14.72,0.63,0.64,14.76,192.2,0.875,15,0.00,-1.41,0,1346.4,1207.7,1,-2.5,9.00,2.19,1.514,272.0,152.6,147.2,18.49,1.62,10.99,201.9,1740,84.50,-0.55,0.000,0.00,0.000,-4.20,15.4,8,0.00,0
40.457,on,-2.34,0.00,2.34,-5.47,13.80,35,-2,9.4,14.65,13.44,-3.72,-3.65,14.72,0.62,0.63,14.76,192.2,0.875,17,0.00,-1.41,0,1316.7,1207.7,1,-2.5,10.00,2.25,1.526,272.0,152.6,147.2,18.62,1.66,10.93,201.9,1765,85.65,-0.52,0.000,0.00,0.000,-4.19,15.7,9,0.00,0
40.541,on,-3.12,0.00,2.34,-5.47,13.79,37,-2,9.4,14.65,13.44,-3.52,-3.60,14.72,0.62,0.63,14.76,192.2,0.875,17,0.00,-1.41,0,1236.6,1207.7,1,-2.5,10.00,2.21,1.475,272.0,152.6,147.2,18.90,1.62,11.13,201.9,1801,85.69,-0.68,0.000,0.00,0.000,-4.30,15.7,9,0.00,0
40.608,on,-3.91,0.00,2.34,-5.47,13.78,39,-3,9.8,14.65,13.68,-3.55,-3.51,14.72,0.61,0.62,14.76,192.2,0.875,17,0.00,-1.41,0,1245.0,1207.7,1,-2.5,10.00,2.33,1.514,272.5,152.6,147.2,19.03,1.64,11.10,202.1,1844,89.48,-0.58,0.000,0.00,0.000,-4.12,16.5,9,0.00,0
40.696,on,-4.69,0.00,2.34,-5.47,13.78,40,-3,11.8,14.65,13.60,-3.36,-3.38,14.71,0.61,0.62,14.76,192.2,0.875,19,0.00,-1.41,0,1230.7,1207.7,1,-2.5,11.00,2.29,1.456,272.5,152.6,147.2,19.49,1.66,11.29,202.1,1888,98.38,-0.18,0.000,0.00,0.000,-3.62,17.3,9,0.00,0
40.769,on,-5.47,0.00,2.34,-5.47,13.78,41,-4,12.2,14.65,13.52,-3.13,-3.17,14.71,0.62,0.62,14.76,192.2,0.875,21,0.00,-1.41,0,1263.6,1207.7,1,-2.5,10.50,2.34,1.469,273.5,152.6,147.2,20.00,1.72,11.52,202.1,1914,100.44,-0.27,0.000,0.00,0.000,-3.49,17.3,9,0.00,0
40.848,on,-6.25,0.00,2.34,-5.47,13.81,43,-4,12.9,14.65,13.52,-2.86,-2.96,14.71,0.62,0.63,14.76,192.2,0.875,23,0.00,-1.41,0,1265.7,1207.7,1,-2.5,10.50,2.46,1.520,273.5,152.6,147.2,20.54,1.74,11.78,202.1,1943,103.16,-0.38,0.000,0.00,0.000,-3.38,17.7,9,0.00,0
40.912,on,-6.25,0.00,2.34,-5.47,13.86,43,-4,13.3,14.65,13.60,-2.76,-2.79,14.71,0.63,0.64,14.76,192.2,0.875,25,0.00,-1.41,0,1233.3,1207.7,1,-2.5,11.00,2.48,1.501,274.0,152.6,147.2,21.03,1.78,11.88,202.1,1981,104.68,-0.56,0.000,0.00,0.000,-3.39,18.1,9,0.00,0
40.993,on,-6.25,0.00,2.34,-5.47,13.97,43,-5,13.3,14.65,13.52,-2.71,-2.70,14.71,0.63,0.64,14.76,192.2,0.875,25,0.00,-1.41,0,1244.8,1207.7,1,-2.5,11.00,2.49,1.498,274.5,152.6,147.2,21.24,1.76,11.94,202.1,1998,105.45,-0.66,0.000,0.00,0.000,-3.36,18.1,10,0.00,0
41.051,on,-7.03,0.00,2.34,-5.47,14.06,43,-4,13.7,14.65,13.52,-2.65,-2.65,14.71,0.63,0.64,14.76,192.2,0.875,27,0.00,-1.41,0,1240.7,1207.7,1,-2.5,12.00,2.53,1.488,274.5,152.6,147.2,21.77,1.82,12.00,202.1,2043,106.48,-0.73,0.000,0.00,0.000,-3.36,18.5,10,0.00,0
41.127,on,-7.03,0.00,2.34,-5.47,14.14,43,-4,14.1,14.65,13.36,-2.65,-2.64,14.70,0.63,0.64,14.76,192.2,0.875,27,0.00,-1.41,0,1253.0,1207.7,1,-2.5,12.00,2.57,1.472,275.0,152.6,149.0,22.35,1.82,12.00,202.1,2095,108.11,-0.73,0.000,0.00,0.000,-3.37,18.5,10,0.00,0
41.196,on,-7.03,0.00,2.34,-5.47,14.20,44,-4,14.1,14.65,13.60,-2.66,-2.65,14.70,0.63,0.64,14.70,192.2,0.875,27,0.00,-1.41,0,1236.0,1300.6,1,-3.0,12.00,2.58,1.462,275.5,150.8,149.0,22.69,1.80,11.98,202.1,2118,108.86,-0.71,0.000,0.00,0.000,-3.36,18.9,10,0.00,0
41.266,on,-7.03,0.00,2.34,-5.47,14.28,43,-3,14.5,14.65,13.68,-2.69,-2.61,14.69,0.63,0.64,14.70,192.2,0.875,29,0.00,-1.41,0,1273.4,1300.6,1,-3.0,12.00,2.61,1.472,276.0,152.6,149.0,22.86,1.80,11.96,202.1,2129,109.78,-0.71,0.000,0.00,0.000,-3.32,18.9,11,0.00,0
